clip_id,path,label,category,subject,original,original_present,dataset,split
54902ea7713957f4,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\aqpnvjhuzw.mp4,fake,FAKE,xngpzquyhs,xngpzquyhs.mp4,False,dfdc,train
ee55306452b3039f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\arkroixhey.mp4,fake,FAKE,fjlyaizcwc,fjlyaizcwc.mp4,False,dfdc,train
975b84f3817f7c8d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\arlmiizoob.mp4,fake,FAKE,meawmsgiti,meawmsgiti.mp4,False,dfdc,train
26b126fdb3c20a17,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\arrhsnjqku.mp4,fake,FAKE,inkqxytzyu,inkqxytzyu.mp4,False,dfdc,test
de58c73785475f83,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\asaxgevnnp.mp4,real,REAL,asaxgevnnp,,True,dfdc,test
e4db13c8a1b0a393,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\asdpeebotb.mp4,fake,FAKE,znjupdqnwo,znjupdqnwo.mp4,False,dfdc,val
606a4c51b42f4b6f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\aslsvlvpth.mp4,fake,FAKE,jepguaulgf,jepguaulgf.mp4,False,dfdc,test
9500dfc9953336bf,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\asmpfjfzif.mp4,fake,FAKE,dzyuwjkjui,dzyuwjkjui.mp4,True,dfdc,train
2061842c9e47dcda,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\asvcrfdpnq.mp4,fake,FAKE,upgerjvcjb,upgerjvcjb.mp4,False,dfdc,test
ee64da7eea8cdf7d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\atkdltyyen.mp4,real,REAL,atkdltyyen,,True,dfdc,train
00ad30b15f157a97,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\atvmxvwyns.mp4,real,REAL,atvmxvwyns,,True,dfdc,train
3de15977f1dd2b45,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\atxvxouljq.mp4,fake,FAKE,wwqiuiwdbz,wwqiuiwdbz.mp4,False,dfdc,test
4ba3f06a7d99c78d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\atyntldecu.mp4,fake,FAKE,mfzqxktxud,mfzqxktxud.mp4,False,dfdc,train
6c08e5b67f0d3b23,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\atzdznmder.mp4,fake,FAKE,qedsgieuqn,qedsgieuqn.mp4,False,dfdc,val
a5e5d91c92d205df,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\aufmsmnoye.mp4,fake,FAKE,ppdpgwyjgm,ppdpgwyjgm.mp4,False,dfdc,test
c63cd341e9341055,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\augtsuxpzc.mp4,fake,FAKE,ifbdbogiqn,ifbdbogiqn.mp4,False,dfdc,train
e120032a81b4ecf9,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avfitoutyn.mp4,fake,FAKE,mfzqxktxud,mfzqxktxud.mp4,False,dfdc,train
b1e6ae7943f01705,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avgiuextiz.mp4,fake,FAKE,hyhjfdxqxy,hyhjfdxqxy.mp4,False,dfdc,train
08714074399cf6cb,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avibnnhwhp.mp4,fake,FAKE,jdubbvfswz,jdubbvfswz.mp4,False,dfdc,test
d58183a0500bc7d3,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avmjormvsx.mp4,real,REAL,avmjormvsx,,True,dfdc,train
012b9daa4dbed324,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avnqydkqjj.mp4,fake,FAKE,efwfxwwlbw,efwfxwwlbw.mp4,True,dfdc,train
b56354968c8b0c8b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avssvvsdhz.mp4,fake,FAKE,gktjowiuqe,gktjowiuqe.mp4,False,dfdc,train
5a098c7059c4c71b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avtycwsgyb.mp4,fake,FAKE,qzklcjjxdq,qzklcjjxdq.mp4,False,dfdc,train
e0cf7c4c634e324b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avvdgsennp.mp4,fake,FAKE,gbqrgajyca,gbqrgajyca.mp4,False,dfdc,train
5109ed5bd6841f8f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\avywawptfc.mp4,fake,FAKE,rrcsuwgpnd,rrcsuwgpnd.mp4,False,dfdc,train
43b0480135001463,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\awhmfnnjih.mp4,fake,FAKE,xclqbefnvc,xclqbefnvc.mp4,False,dfdc,val
c9c6d8de7b7339fc,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\awnwkrqibf.mp4,fake,FAKE,cprhtltsjp,cprhtltsjp.mp4,True,dfdc,train
f3666964b843525c,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\awukslzjra.mp4,fake,FAKE,ujzwwfkeia,ujzwwfkeia.mp4,False,dfdc,val
0551cb08e62037d4,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\axczxisdtb.mp4,fake,FAKE,meawmsgiti,meawmsgiti.mp4,False,dfdc,train
54db0a168b376529,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\axntxmycwd.mp4,real,REAL,axntxmycwd,,True,dfdc,train
cad5bda04718a0c5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\axoygtekut.mp4,fake,FAKE,topyiohccg,topyiohccg.mp4,False,dfdc,train
7d145140e340d5fe,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\axwgcsyphv.mp4,fake,FAKE,mfnowqfdwl,mfnowqfdwl.mp4,False,dfdc,val
488e7b3e340f4acf,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\axwovszumc.mp4,fake,FAKE,rvoudrbyac,rvoudrbyac.mp4,False,dfdc,train
cf522d5bfd93b03d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\aybgughjxh.mp4,real,REAL,aybgughjxh,,True,dfdc,test
48cff39e14bd2249,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\aybumesmpk.mp4,real,REAL,aybumesmpk,,True,dfdc,val
a3dfd2ad59211d5d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\ayqvfdhslr.mp4,fake,FAKE,xxrzzncksa,xxrzzncksa.mp4,False,dfdc,test
6aebc9cbbf504249,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\aytzyidmgs.mp4,real,REAL,aytzyidmgs,,True,dfdc,train
73b3b4f6ca34deb1,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\azpuxunqyo.mp4,fake,FAKE,jjyfvzxwwx,jjyfvzxwwx.mp4,False,dfdc,train
8d0908194e0ec120,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\azsmewqghg.mp4,fake,FAKE,djxdyjopjd,djxdyjopjd.mp4,True,dfdc,train
a98935e74791cd4d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bahdpoesir.mp4,fake,FAKE,xnhcreiyqg,xnhcreiyqg.mp4,False,dfdc,val
fe02bfa4825ac51f,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bbhpvrmbse.mp4,fake,FAKE,imzqmbfugn,imzqmbfugn.mp4,False,dfdc,train
222d1e967fe80027,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bbhtdfuqxq.mp4,fake,FAKE,cpjxareypw,cpjxareypw.mp4,True,dfdc,train
3da3ecfe566a84e5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bbvgxeczei.mp4,fake,FAKE,fysyrqfguw,fysyrqfguw.mp4,False,dfdc,train
3c4613b30ada7b71,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bchnbulevv.mp4,fake,FAKE,iyefnuagav,iyefnuagav.mp4,False,dfdc,train
3e6d156247f94af5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bctvsmddgq.mp4,fake,FAKE,ybjrqnqnno,ybjrqnqnno.mp4,False,dfdc,train
b9e487f1071bf21e,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bdbhekrrwo.mp4,fake,FAKE,qtnjyomzwo,qtnjyomzwo.mp4,False,dfdc,train
4a36c6b78edc5bfa,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bddjdhzfze.mp4,real,REAL,bddjdhzfze,,True,dfdc,val
9e4baace9f697043,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bdgipnyobr.mp4,fake,FAKE,keecvpbncd,keecvpbncd.mp4,False,dfdc,test
6e2b0b183d60386a,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bdnaqemxmr.mp4,real,REAL,bdnaqemxmr,,True,dfdc,train
e8bd726ebdd7ad16,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bdxuhamuqx.mp4,fake,FAKE,fecysfujzk,fecysfujzk.mp4,False,dfdc,val
946d71d0cd937ed1,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\beboztfcme.mp4,real,REAL,beboztfcme,,True,dfdc,train
e8c45e09885173b4,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bejhvclboh.mp4,real,REAL,bejhvclboh,,True,dfdc,train
a397abd2bf733f1e,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\benmsfzfaz.mp4,fake,FAKE,kysxawkest,kysxawkest.mp4,False,dfdc,train
8ec659d9ee3fe6df,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\beyebyhrph.mp4,real,REAL,beyebyhrph,,True,dfdc,train
558ee23c9e772279,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bffwsjxghk.mp4,real,REAL,bffwsjxghk,,True,dfdc,train
87e6a601c11698fd,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bgaogsjehq.mp4,fake,FAKE,xzvrgckqkz,xzvrgckqkz.mp4,False,dfdc,train
ccb577450730a2a3,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bggsurpgpr.mp4,fake,FAKE,gxembgiarp,gxembgiarp.mp4,False,dfdc,test
3ee5faca4361c032,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bghphrsfxf.mp4,fake,FAKE,sgjnvxvcpu,sgjnvxvcpu.mp4,False,dfdc,test
d52b12776139886e,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bgmlwsoamc.mp4,fake,FAKE,woshnzbxmc,woshnzbxmc.mp4,False,dfdc,test
e9758f025f383d85,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bguwlyazau.mp4,fake,FAKE,znpdbbsfvj,znpdbbsfvj.mp4,False,dfdc,train
115a5b906883a872,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bgvhtpzknn.mp4,real,REAL,bgvhtpzknn,,True,dfdc,val
a6ebd8e3d8a61ffe,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bgwmmujlmc.mp4,real,REAL,bgwmmujlmc,,True,dfdc,train
1cbed826103f4b02,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bhaaboftbc.mp4,fake,FAKE,rlvgtsjyer,rlvgtsjyer.mp4,False,dfdc,train
47fb44a58bdf8a8e,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bhbdugnurr.mp4,fake,FAKE,vcxckqbaya,vcxckqbaya.mp4,False,dfdc,train
1774fc8784ad41ae,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bhpwpydzpo.mp4,fake,FAKE,yfsnwkbafm,yfsnwkbafm.mp4,False,dfdc,val
a3f30cef3a137d12,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bhsluedavd.mp4,fake,FAKE,kydlpqfrvv,kydlpqfrvv.mp4,False,dfdc,train
c62eee7eaad27054,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bilnggbxgu.mp4,real,REAL,bilnggbxgu,,True,dfdc,test
9be1e8226ddca636,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bjjbwsqjir.mp4,fake,FAKE,tdohqkzvbk,tdohqkzvbk.mp4,False,dfdc,train
da9e620c6506db95,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bjkmjilrxp.mp4,fake,FAKE,yfsnwkbafm,yfsnwkbafm.mp4,False,dfdc,val
06b660c761ba3600,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bjsmaqefoi.mp4,fake,FAKE,mfpgdgsaxg,mfpgdgsaxg.mp4,False,dfdc,test
ba04d921c61275e3,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bkmdzhfzfh.mp4,fake,FAKE,hyuipchisa,hyuipchisa.mp4,False,dfdc,train
f9cf6375c5271cf5,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bkvetcojbt.mp4,fake,FAKE,ybjrqnqnno,ybjrqnqnno.mp4,False,dfdc,train
dc60a098e96bddbb,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bkwxhglwct.mp4,fake,FAKE,gjypopglvi,gjypopglvi.mp4,False,dfdc,train
53aa291cc59fd204,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\blpchvmhxx.mp4,fake,FAKE,xqnykluhws,xqnykluhws.mp4,False,dfdc,val
d9d3282e2657034c,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\blzydqdfem.mp4,fake,FAKE,dbtbbhakdv,dbtbbhakdv.mp4,True,dfdc,train
0c590b4e9f0a917a,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bmbbkwmxqj.mp4,fake,FAKE,rrcsuwgpnd,rrcsuwgpnd.mp4,False,dfdc,train
63eed539c47896de,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bmehkyanbj.mp4,fake,FAKE,ptokilxwcx,ptokilxwcx.mp4,False,dfdc,test
9aee922027a1af08,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bmhvktyiwp.mp4,fake,FAKE,gneufaypol,gneufaypol.mp4,False,dfdc,train
e006deb892b880e9,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bmioepcpsx.mp4,fake,FAKE,vmospzljws,vmospzljws.mp4,False,dfdc,test
327496a901c8ad57,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bmjmjmbglm.mp4,fake,FAKE,mmhqllmlew,mmhqllmlew.mp4,False,dfdc,train
1c409479acb571c0,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bmjzrlszhi.mp4,real,REAL,bmjzrlszhi,,True,dfdc,train
8e89eab56a47b7c6,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bnbuonyoje.mp4,fake,FAKE,fntskqfxxf,fntskqfxxf.mp4,False,dfdc,test
18dfe69f040852ea,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bndybcqhfr.mp4,fake,FAKE,xnfwdpptym,xnfwdpptym.mp4,False,dfdc,train
ddc85f943c86f9ad,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bnjcdrfuov.mp4,fake,FAKE,ellavthztb,ellavthztb.mp4,True,dfdc,train
9faf63c68b7c17cb,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bntlodcfeg.mp4,fake,FAKE,ytufbmkdlq,ytufbmkdlq.mp4,False,dfdc,val
b50aa9f168bbbd0e,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bofqajtwve.mp4,fake,FAKE,dbtbbhakdv,dbtbbhakdv.mp4,True,dfdc,train
8da4b119ff192d94,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\boovltmuwi.mp4,fake,FAKE,sfujxhuyje,sfujxhuyje.mp4,False,dfdc,test
a48415b250812927,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bopqhhalml.mp4,fake,FAKE,oesxbvktem,oesxbvktem.mp4,False,dfdc,train
0f3e5fe731f29695,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bourlmzsio.mp4,fake,FAKE,bxzakyopjf,bxzakyopjf.mp4,True,dfdc,train
0391ca19a2c60910,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bpapbctoao.mp4,real,REAL,bpapbctoao,,True,dfdc,test
2d27e3400b9785a3,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bpwzipqtxf.mp4,fake,FAKE,lmlyvmfbbe,lmlyvmfbbe.mp4,False,dfdc,test
9a1dd45b3e528848,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bpxckdzddv.mp4,fake,FAKE,cizlkenljw,cizlkenljw.mp4,True,dfdc,train
8d52d5aa8c81b6db,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bqdjzqhcft.mp4,fake,FAKE,ytufbmkdlq,ytufbmkdlq.mp4,False,dfdc,val
55011c9c0035cff7,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bqeiblbxtl.mp4,fake,FAKE,iklzfeueid,iklzfeueid.mp4,False,dfdc,train
78888b138d476029,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bqhtpqmmqp.mp4,fake,FAKE,meawmsgiti,meawmsgiti.mp4,False,dfdc,train
a8f02dd0ab6cd24b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bqkdbcqjvb.mp4,fake,FAKE,atvmxvwyns,atvmxvwyns.mp4,True,dfdc,train
b1df01bef678bb9d,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bqnymlsayl.mp4,fake,FAKE,xagsvjctmp,xagsvjctmp.mp4,False,dfdc,test
d5b964b46429f905,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bqqpbzjgup.mp4,fake,FAKE,djxdyjopjd,djxdyjopjd.mp4,True,dfdc,train
ad59b958dfdbd69b,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\bqtuuwzdtr.mp4,fake,FAKE,yagllixjvh,yagllixjvh.mp4,False,dfdc,test
c80ef67ab06f3d63,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\brhalypwoo.mp4,fake,FAKE,uuxqylnzls,uuxqylnzls.mp4,False,dfdc,test
a58470856e099da3,data\raw\DFDC_data\deepfake-detection-challenge\train_sample_videos\brvqtabyxj.mp4,fake,FAKE,ywvlvpvroj,ywvlvpvroj.mp4,False,dfdc,train
